pl_name,pl_rade,pl_bmasse,pl_orbsmax,pl_insol,st_teff,st_rad,habitability_label
Kepler-553 b,4.86,,0.0488,288.38,5551.0,0.899,0
Kepler-553 b,4.86,,0.0488,288.38,5551.0,0.899,0
Kepler-553 b,4.653,,0.04767,210.9,5182.0,0.861,0
Kepler-553 b,4.86,,0.0488,288.38,5551.0,0.899,0
Kepler-553 b,4.48,,0.0484,209.11,5234.0,0.854,0
Kepler-553 c,10.99,,0.9084,0.59,5234.0,0.854,0
Kepler-553 c,11.333,,0.89585,0.6,5182.0,0.861,0
Kepler-553 c,11.83,,0.9166,0.82,5551.0,0.899,0
Kepler-553 c,11.57887706,2129.4503269,0.898,0.589,5191.0,0.902,0
Kepler-553 c,11.83,,0.9166,0.82,5551.0,0.899,0
Kepler-553 c,11.83,,0.9166,0.82,5551.0,0.899,0
Kepler-554 b,4.45,,0.0293,778.26,5400.0,0.937,0
Kepler-554 b,3.92,,0.0294,616.28,5438.0,0.825,0
Kepler-554 b,3.92,,0.0294,616.28,5438.0,0.825,0
Kepler-554 b,4.555,,0.03022,800.0,5458.0,0.958,0
Kepler-554 b,3.92,,0.0294,616.28,5438.0,0.825,0
Kepler-555 b,2.22,,0.12,45.73,5834.0,0.797,0
Kepler-555 b,2.22,,0.1201,45.87,5837.0,0.798,0
Kepler-555 b,2.22,,0.12,45.73,5834.0,0.797,0
Kepler-555 b,2.22,,0.12,45.73,5834.0,0.797,0
Kepler-556 b,2.13,,0.1019,95.29,5957.0,0.937,0
Kepler-556 b,2.08,,0.0973,81.46,5550.0,0.953,0
Kepler-556 b,2.13,,0.1019,95.29,5957.0,0.937,0
Kepler-556 b,2.066,,0.09833,77.5,5641.0,0.908,0
Kepler-556 b,2.13,,0.1019,95.29,5957.0,0.937,0
Kepler-557 b,2.43,,0.0469,637.42,6187.0,1.034,0
Kepler-557 b,2.4,,0.0469,637.42,6187.0,1.034,0
Kepler-557 b,2.4,,0.0469,637.42,6187.0,1.034,0
Kepler-557 b,2.4,,0.0469,637.42,6187.0,1.034,0
Kepler-558 b,2.34,,0.176,14.39,5292.0,0.797,0
Kepler-558 b,2.64,,0.1759,14.59,5295.0,0.801,0
Kepler-558 b,2.34,,0.176,14.39,5292.0,0.797,0
Kepler-558 b,2.34,,0.176,14.39,5292.0,0.797,0
Kepler-559 b,4.17,,0.1299,63.2,5602.0,1.1,0
Kepler-559 b,4.17,,0.1299,63.2,5602.0,1.1,0
Kepler-559 b,4.03,,0.1277,58.6,5433.0,1.107,0
Kepler-559 b,4.17,,0.1299,63.2,5602.0,1.1,0
Kepler-56 b,4.96,,0.103,828.32,4840.0,4.23,0
Kepler-56 b,4.96,,0.103,828.32,4840.0,4.23,0
Kepler-56 b,4.96,,0.103,828.32,4840.0,4.23,0
Kepler-56 b,5.68,,0.1046,852.28,4838.0,4.361,0
Kepler-56 b,4.768,,0.11149,694.9,4912.0,4.063,0
Kepler-56 c,11.34,,0.1656,320.44,4840.0,4.23,0
Kepler-56 c,11.34,,0.1656,320.44,4840.0,4.23,0
Kepler-56 c,11.64,,0.1681,330.0,4838.0,4.361,0
Kepler-56 c,10.89,,0.17915,268.9,4912.0,4.063,0
Kepler-56 c,11.34,,0.1656,320.44,4840.0,4.23,0
Kepler-560 b,1.57,,0.0916,1.26,3387.0,0.3,1
Kepler-560 b,1.47,,0.0899,1.18,3430.0,0.272,1
Kepler-560 b,1.57,,0.0916,1.26,3387.0,0.3,1
Kepler-560 b,1.57,,0.0916,1.26,3387.0,0.3,1
Kepler-560 b,1.55,,0.0887,1.21,3395.0,0.283,1
Kepler-561 b,7.02,,0.2918,9.33,5592.0,0.953,0
Kepler-561 b,7.04,,0.2918,9.33,5592.0,0.953,0
Kepler-561 b,7.04,,0.2918,9.33,5592.0,0.953,0
Kepler-561 b,7.04,,0.2918,9.33,5592.0,0.953,0
Kepler-561 b,6.527,,0.29256,7.4,5479.0,0.884,0
Kepler-561 c,2.66,,0.0593,226.02,5592.0,0.953,0
Kepler-561 c,2.6,,0.0593,226.02,5592.0,0.953,0
Kepler-561 c,2.66,,0.0593,226.02,5592.0,0.953,0
Kepler-561 c,2.469,,0.05947,178.4,5479.0,0.884,0
Kepler-561 c,2.66,,0.0593,226.02,5592.0,0.953,0
Kepler-562 b,5.12,,0.1333,44.29,5815.0,0.877,0
Kepler-562 b,5.12,,0.1333,44.29,5815.0,0.877,0
Kepler-562 b,4.96,,0.1333,44.29,5815.0,0.877,0
Kepler-562 b,5.12,,0.1333,44.29,5815.0,0.877,0
Kepler-563 b,3.33,,0.1418,21.06,5157.0,0.818,0
Kepler-563 b,3.33,,0.1418,21.06,5157.0,0.818,0
Kepler-563 b,3.18,,0.1418,21.06,5157.0,0.818,0
Kepler-563 b,3.33,,0.1418,21.06,5157.0,0.818,0
Kepler-564 b,4.74,,0.0484,383.77,5776.0,0.95,0
Kepler-564 b,4.74,,0.0484,383.77,5776.0,0.95,0
Kepler-564 b,4.61,,0.0484,383.77,5776.0,0.95,0
Kepler-564 b,4.74,,0.0484,383.77,5776.0,0.95,0
Kepler-565 b,3.16,,0.0501,301.46,5873.0,0.843,0
Kepler-565 b,3.22,,0.0501,299.93,5876.0,0.84,0
Kepler-565 b,3.22,,0.0501,299.93,5876.0,0.84,0
Kepler-565 b,3.22,,0.0501,299.93,5876.0,0.84,0
Kepler-566 b,2.08,,0.1234,24.64,5140.0,0.775,0
Kepler-566 b,2.24,,0.1247,18.05,4768.0,0.779,0
Kepler-566 b,2.08,,0.1234,24.64,5140.0,0.775,0
Kepler-566 b,2.08,,0.1234,24.64,5140.0,0.775,0
Kepler-567 b,2.42,,0.1229,32.94,5215.0,0.867,0
Kepler-567 b,2.42,,0.1229,32.94,5215.0,0.867,0
Kepler-567 b,2.42,,0.1229,32.94,5215.0,0.867,0
Kepler-567 b,2.31,,0.1229,32.94,5215.0,0.867,0
Kepler-568 b,2.11,,0.078,7.23,3744.0,0.5,0
Kepler-568 b,2.11,,0.078,7.23,3744.0,0.5,0
Kepler-568 b,2.46,,0.0794,8.04,3744.0,0.537,0
Kepler-568 b,2.11,,0.078,7.23,3744.0,0.5,0
Kepler-569 b,2.97,,0.1981,18.05,5515.0,0.925,0
Kepler-569 b,3.06,,0.2067,20.69,5851.0,0.918,0
Kepler-569 b,3.1,,0.19784,18.9,5560.0,0.928,0
Kepler-569 b,3.06,,0.2067,20.69,5851.0,0.918,0
Kepler-569 b,3.06,,0.2067,20.69,5851.0,0.918,0
Kepler-57 b,2.91,,0.06,124.97,5324.0,0.791,0
Kepler-57 b,2.984,,0.05988,121.3,5203.0,0.813,0
Kepler-57 b,2.91,,0.06,124.97,5324.0,0.791,0
Kepler-57 b,2.91,,0.06,124.97,5324.0,0.791,0
Kepler-57 b,2.41,,0.06,123.03,5320.0,0.786,0
Kepler-57 c,1.71,,0.096,48.06,5320.0,0.786,0
Kepler-57 c,46.914,,0.09588,47.2,5203.0,0.813,0
Kepler-57 c,45.65,,0.0961,48.72,5324.0,0.791,0
Kepler-57 c,45.65,,0.0961,48.72,5324.0,0.791,0
Kepler-57 c,45.65,,0.0961,48.72,5324.0,0.791,0
Kepler-570 b,2.36,,0.0497,244.48,5480.0,0.865,0
Kepler-570 b,2.36,,0.0497,244.48,5480.0,0.865,0
Kepler-570 b,2.36,,0.0497,244.48,5480.0,0.865,0
Kepler-570 b,2.42,,0.0497,244.48,5480.0,0.865,0
Kepler-571 b,2.51,,0.0546,216.54,5631.0,0.847,0
Kepler-571 b,2.49,,0.0544,217.77,5632.0,0.846,0
Kepler-571 b,2.49,,0.0544,217.77,5632.0,0.846,0
Kepler-571 b,2.49,,0.0544,217.77,5632.0,0.846,0
Kepler-572 b,2.22,,0.1192,22.05,5211.0,0.689,0
Kepler-572 b,2.29,,0.1194,22.18,5208.0,0.693,0
Kepler-572 b,2.29,,0.1194,22.18,5208.0,0.693,0
Kepler-572 b,2.29,,0.1194,22.18,5208.0,0.693,0
Kepler-573 b,2.78,,0.1486,41.24,5565.0,1.03,0
Kepler-573 b,2.06,,0.145,27.32,5843.0,0.742,0
Kepler-573 b,2.919,,0.14527,47.0,5624.0,1.052,0
Kepler-573 b,2.06,,0.145,27.32,5843.0,0.742,0
Kepler-573 b,2.06,,0.145,27.32,5843.0,0.742,0
Kepler-574 b,2.25,,0.0723,128.18,5657.0,0.855,0
Kepler-574 b,2.25,,0.0723,128.18,5657.0,0.855,0
Kepler-574 b,2.19,,0.0723,128.18,5657.0,0.855,0
Kepler-574 b,2.25,,0.0723,128.18,5657.0,0.855,0
Kepler-575 b,2.03,,0.0788,98.22,5684.0,0.808,0
Kepler-575 b,2.03,,0.0788,98.22,5684.0,0.808,0
Kepler-575 b,2.03,,0.0788,98.22,5684.0,0.808,0
Kepler-575 b,2.03,,0.0788,98.22,5684.0,0.808,0
Kepler-576 b,4.06,,0.1892,36.19,5589.0,1.218,0
Kepler-576 b,4.06,,0.1892,36.19,5589.0,1.218,0
Kepler-576 b,4.06,,0.1892,36.19,5589.0,1.218,0
Kepler-576 b,2.9,,0.179,20.31,5275.0,0.969,0
Kepler-577 b,1.7,,0.1348,2.3,3787.0,0.477,0
Kepler-577 b,1.68,,0.1353,2.32,3789.0,0.48,0
Kepler-577 b,1.68,,0.1353,2.32,3789.0,0.48,0
Kepler-577 b,1.68,,0.1353,2.32,3789.0,0.48,0
Kepler-578 b,2.54,,0.0258,1315.58,5417.0,1.066,0
Kepler-578 b,4.47,,0.0266,2342.49,4868.0,1.816,0
Kepler-578 b,2.54,,0.0258,1315.58,5417.0,1.066,0
Kepler-578 b,2.54,,0.0258,1315.58,5417.0,1.066,0
Kepler-579 b,1.7,,0.0854,67.06,5288.0,0.836,0
Kepler-579 b,1.7,,0.0854,67.06,5288.0,0.836,0
Kepler-579 b,1.7,,0.0854,67.06,5288.0,0.836,0
Kepler-579 b,1.9,,0.0854,67.06,5288.0,0.836,0
Kepler-58 b,2.33,,0.0927,169.13,6100.0,1.083,0
Kepler-58 b,3.1,,0.0927,169.13,6100.0,1.083,0
Kepler-58 b,3.1,,0.0927,169.13,6100.0,1.083,0
Kepler-58 b,3.1,,0.0927,169.13,6100.0,1.083,0
Kepler-58 b,2.766,,0.09291,107.8,5776.0,0.965,0
Kepler-58 c,2.93,,0.1228,96.38,6100.0,1.083,0
Kepler-58 c,2.93,,0.1228,96.38,6100.0,1.083,0
Kepler-58 c,2.604,,0.12307,61.5,5776.0,0.965,0
Kepler-58 c,2.93,,0.1228,96.38,6100.0,1.083,0
Kepler-58 c,2.94,,0.1228,96.38,6100.0,1.083,0
Kepler-58 d,3.31,,0.2307,27.31,6100.0,1.083,0
Kepler-58 d,3.31,,0.2307,27.31,6100.0,1.083,0
Kepler-58 d,3.31,,0.2307,27.31,6100.0,1.083,0
Kepler-58 d,2.92,,0.2307,27.31,6100.0,1.083,0
Kepler-58 d,2.95,,0.23117,17.4,5776.0,0.965,0
Kepler-58 e,1.58,,0.0533,511.6,6100.0,1.083,0
Kepler-58 e,1.58,,0.0533,511.6,6100.0,1.083,0
Kepler-58 e,1.58,,0.0533,511.6,6100.0,1.083,0
Kepler-58 e,1.61,,0.0533,511.6,6100.0,1.083,0
Kepler-58 e,1.415,,0.05345,326.0,5776.0,0.965,0
Kepler-580 b,2.28,,0.0683,22.86,4213.0,0.615,0
Kepler-580 b,2.28,,0.0665,16.3,4003.0,0.56,0
Kepler-580 b,2.28,,0.0665,16.3,4003.0,0.56,0
Kepler-580 b,2.28,,0.0665,16.3,4003.0,0.56,0
Kepler-581 b,2.16,,0.2244,12.05,5601.0,0.83,0
Kepler-581 b,2.67,,0.2259,17.4,5538.0,1.027,0
Kepler-581 b,2.16,,0.2244,12.05,5601.0,0.83,0
Kepler-581 b,2.16,,0.2244,12.05,5601.0,0.83,0
Kepler-582 b,3.39,,0.1254,31.27,5289.0,0.838,0
Kepler-582 b,3.39,,0.1254,31.27,5289.0,0.838,0
Kepler-582 b,3.39,,0.1254,31.27,5289.0,0.838,0
Kepler-582 b,3.34,,0.1254,31.27,5289.0,0.838,0
Kepler-583 b,2.89,,0.0689,253.24,5638.0,1.153,0
Kepler-583 b,2.78,,0.0689,253.24,5638.0,1.153,0
Kepler-583 b,2.89,,0.0689,253.24,5638.0,1.153,0
Kepler-583 b,2.89,,0.0689,253.24,5638.0,1.153,0
Kepler-584 b,4.02,,0.2237,43.75,6466.0,1.183,0
Kepler-584 b,4.17,,0.2281,45.89,6520.0,1.215,0
Kepler-584 b,4.02,,0.2237,43.75,6466.0,1.183,0
Kepler-584 b,4.02,,0.2237,43.75,6466.0,1.183,0
Kepler-585 b,2.766,,0.03841,453.8,5542.0,0.889,0
Kepler-585 b,2.54,,0.0375,455.43,5461.0,0.897,0
Kepler-585 b,3.64,,0.0384,907.58,5749.0,1.17,0
Kepler-585 b,3.64,,0.0384,907.58,5749.0,1.17,0
Kepler-585 b,3.64,,0.0384,907.58,5749.0,1.17,0
Kepler-586 b,2.96,,0.0331,824.28,5705.0,0.976,0
Kepler-586 b,2.96,,0.0331,824.28,5705.0,0.976,0
Kepler-586 b,2.89,,0.0331,821.44,5703.0,0.975,0
Kepler-586 b,2.96,,0.0331,824.28,5705.0,0.976,0
Kepler-587 b,2.16,,0.0955,81.96,5757.0,0.872,0
Kepler-587 b,2.16,,0.0955,81.96,5757.0,0.872,0
Kepler-587 b,2.08,,0.0952,80.52,5749.0,0.864,0
Kepler-587 b,2.16,,0.0955,81.96,5757.0,0.872,0
Kepler-588 b,2.59,,0.052,453.2,6123.0,0.987,0
Kepler-588 b,2.59,,0.052,453.2,6123.0,0.987,0
Kepler-588 b,2.87,,0.052,453.2,6123.0,0.987,0
Kepler-588 b,2.59,,0.052,453.2,6123.0,0.987,0
Kepler-589 b,2.52,,0.1196,43.72,5372.0,0.916,0
Kepler-589 b,2.52,,0.1196,43.72,5372.0,0.916,0
Kepler-589 b,2.95,,0.1196,43.72,5372.0,0.916,0
Kepler-589 b,2.52,,0.1196,43.72,5372.0,0.916,0
Kepler-589 c,1.46,,0.0426,344.61,5372.0,0.916,0
Kepler-589 c,1.1,,0.0426,344.61,5372.0,0.916,0
Kepler-589 c,1.1,,0.0426,344.61,5372.0,0.916,0
Kepler-589 c,1.1,,0.0426,344.61,5372.0,0.916,0
Kepler-59 b,1.09,,0.104,131.58,6296.0,1.006,0
Kepler-59 b,1.02,,0.1042,133.14,6305.0,1.011,0
Kepler-59 b,1.353,,0.09943,194.9,5884.0,1.338,0
Kepler-59 b,1.02,,0.1042,133.14,6305.0,1.011,0
Kepler-59 b,1.02,,0.1042,133.14,6305.0,1.011,0
Kepler-59 c,1.62,,0.1375,76.46,6305.0,1.011,0
Kepler-59 c,1.62,,0.1375,76.46,6305.0,1.011,0
Kepler-59 c,2.144,,0.13114,111.9,5884.0,1.338,0
Kepler-59 c,1.58,,0.1372,75.61,6296.0,1.006,0
Kepler-59 c,1.62,,0.1375,76.46,6305.0,1.011,0
Kepler-590 b,3.51,,0.0647,293.93,6050.0,1.013,0
Kepler-590 b,3.51,,0.0647,293.93,6050.0,1.013,0
Kepler-590 b,3.51,,0.0647,293.93,6050.0,1.013,0
Kepler-590 b,3.46,,0.0647,293.93,6050.0,1.013,0
Kepler-591 b,3.41,,0.3719,6.82,5865.0,0.944,0
Kepler-591 b,4.71,,0.3554,8.55,5460.0,1.165,0
Kepler-591 b,3.41,,0.3719,6.82,5865.0,0.944,0
Kepler-591 b,3.41,,0.3719,6.82,5865.0,0.944,0
Kepler-592 b,2.17,,0.0397,730.86,6091.0,0.967,0
Kepler-592 b,2.53,,0.0397,824.92,5831.0,1.121,0
Kepler-592 b,2.17,,0.0397,730.86,6091.0,0.967,0
Kepler-592 b,2.17,,0.0397,730.86,6091.0,0.967,0
Kepler-593 b,2.6,,0.1508,58.63,6191.0,1.007,0
Kepler-593 b,2.6,,0.1508,58.63,6191.0,1.007,0
Kepler-593 b,2.6,,0.1508,58.63,6191.0,1.007,0
Kepler-593 b,2.97,,0.1508,58.63,6191.0,1.007,0
Kepler-594 b,2.13,,0.1086,50.99,5575.0,0.834,0
Kepler-594 b,2.13,,0.1086,50.99,5575.0,0.834,0
Kepler-594 b,2.13,,0.1086,50.99,5575.0,0.834,0
Kepler-594 b,2.06,,0.1089,49.89,5569.0,0.829,0
Kepler-595 b,3.77,,0.1648,17.15,5271.0,0.821,0
Kepler-595 b,3.77,,0.1648,17.15,5271.0,0.821,0
Kepler-595 b,3.95,,0.1582,19.39,5121.0,0.888,0
Kepler-595 b,3.77,,0.1648,17.15,5271.0,0.821,0
Kepler-595 c,1.11,,0.0983,50.23,5121.0,0.888,0
Kepler-596 b,3.375,,0.15161,83.4,5984.0,1.29,0
Kepler-596 b,2.99,,0.156,65.37,6008.0,1.168,0
Kepler-596 b,2.92,,0.1542,75.75,6343.0,1.115,0
Kepler-596 b,2.92,,0.1542,75.75,6343.0,1.115,0
Kepler-596 b,2.92,,0.1542,75.75,6343.0,1.115,0
Kepler-597 b,2.22,,0.107,69.76,5870.0,0.867,0
Kepler-597 b,2.22,,0.107,69.76,5870.0,0.867,0
Kepler-597 b,2.3,,0.1056,71.85,5627.0,0.945,0
Kepler-597 b,2.22,,0.107,69.76,5870.0,0.867,0
Kepler-597 b,2.395,,0.10916,69.5,5695.0,0.936,0
Kepler-598 b,1.63,,0.0438,286.23,5252.0,0.898,0
Kepler-598 b,1.53,,0.0438,286.23,5252.0,0.898,0
Kepler-598 b,1.445,,0.04487,246.8,5274.0,0.846,0
Kepler-598 b,1.53,,0.0438,286.23,5252.0,0.898,0
Kepler-598 b,1.53,,0.0438,286.23,5252.0,0.898,0
Kepler-598 c,2.91,,0.3576,4.29,5252.0,0.898,0
Kepler-598 c,2.91,,0.3576,4.29,5252.0,0.898,0
Kepler-598 c,2.91,,0.3576,4.29,5252.0,0.898,0
Kepler-598 c,2.744,,0.36672,3.7,5274.0,0.846,0
Kepler-598 c,3.07,,0.3576,4.29,5252.0,0.898,0
Kepler-599 b,2.97,,0.1128,35.62,5185.0,0.837,0
Kepler-599 b,2.55,,0.1128,35.62,5185.0,0.837,0
Kepler-599 b,2.97,,0.1128,35.62,5185.0,0.837,0
Kepler-599 b,2.97,,0.1128,35.62,5185.0,0.837,0
Kepler-6 b,13.101,,0.04408,753.0,5660.0,1.261,0
Kepler-6 b,13.41,,0.0435,797.62,5640.0,1.291,0
Kepler-6 b,13.41,,0.0435,797.62,5640.0,1.291,0
Kepler-6 b,13.06,,0.0435,797.62,5640.0,1.291,0
Kepler-6 b,13.41,,0.0435,797.62,5640.0,1.291,0
Kepler-60 b,1.951,,0.07255,405.2,5834.0,1.433,0
Kepler-60 b,1.97,,0.075,492.93,6200.0,1.448,0
Kepler-60 b,1.97,,0.075,492.93,6200.0,1.448,0
Kepler-60 b,1.97,,0.075,492.93,6200.0,1.448,0
Kepler-60 b,1.64,,0.0719,349.21,5862.0,1.307,0
Kepler-60 c,2.11,,0.0871,365.49,6200.0,1.448,0
Kepler-60 c,2.11,,0.0871,365.49,6200.0,1.448,0
Kepler-60 c,2.089,,0.08422,300.8,5834.0,1.433,0
Kepler-60 c,1.84,,0.0835,258.92,5862.0,1.307,0
Kepler-60 c,2.11,,0.0871,365.49,6200.0,1.448,0
Kepler-60 d,1.76,,0.1055,249.12,6200.0,1.448,0
Kepler-60 d,1.76,,0.1055,249.12,6200.0,1.448,0
Kepler-60 d,1.747,,0.10203,205.3,5834.0,1.433,0
Kepler-60 d,1.76,,0.1055,249.12,6200.0,1.448,0
Kepler-60 d,1.69,,0.1012,176.27,5862.0,1.307,0
Kepler-600 b,2.81,,0.154,18.28,5302.0,0.783,0
Kepler-600 b,2.81,,0.154,18.28,5302.0,0.783,0
Kepler-600 b,2.76,,0.1536,18.38,5309.0,0.781,0
Kepler-600 b,2.81,,0.154,18.28,5302.0,0.783,0
Kepler-601 b,1.77,,0.0547,115.57,5207.0,0.725,0
Kepler-601 b,1.77,,0.0547,115.57,5207.0,0.725,0
Kepler-601 b,1.858,,0.05494,112.5,5048.0,0.763,0
Kepler-601 b,1.77,,0.0547,115.57,5207.0,0.725,0
Kepler-601 b,1.86,,0.056,113.59,5077.0,0.774,0
Kepler-602 b,2.7,,0.1224,124.4,5763.0,1.374,0
Kepler-602 b,1.84,,0.1231,84.23,6170.0,0.992,0
Kepler-602 b,1.84,,0.1231,84.23,6170.0,0.992,0
Kepler-602 b,1.84,,0.1231,84.23,6170.0,0.992,0
Kepler-603 b,2.75,,0.1502,67.48,5751.0,1.247,0
Kepler-603 b,2.35,,0.1484,42.09,5960.0,0.906,0
Kepler-603 b,2.35,,0.1484,42.09,5960.0,0.906,0
Kepler-603 b,4.01,,0.16052,97.8,5854.0,1.546,0
Kepler-603 b,2.35,,0.1484,42.09,5960.0,0.906,0
Kepler-603 c,5.8,,0.4942,3.8,5960.0,0.906,0
Kepler-603 c,9.902,,0.53439,8.8,5854.0,1.546,0
Kepler-603 c,5.8,,0.4942,3.8,5960.0,0.906,0
Kepler-603 c,8.03,,0.5001,6.09,5751.0,1.247,0
Kepler-603 c,5.8,,0.4942,3.8,5960.0,0.906,0
Kepler-603 d,1.22,,0.0658,214.09,5960.0,0.906,0
Kepler-603 d,1.81,,0.0666,343.21,5751.0,1.247,0
Kepler-603 d,1.22,,0.0658,214.09,5960.0,0.906,0
Kepler-603 d,2.07,,0.07117,497.4,5854.0,1.546,0
Kepler-603 d,1.22,,0.0658,214.09,5960.0,0.906,0
Kepler-604 b,2.42,,0.1735,38.81,6122.0,0.964,0
Kepler-604 b,2.42,,0.1735,38.81,6122.0,0.964,0
Kepler-604 b,2.4,,0.1735,38.81,6122.0,0.964,0
Kepler-604 b,2.42,,0.1735,38.81,6122.0,0.964,0
Kepler-605 b,1.399,,0.04244,301.3,5350.0,0.86,0
Kepler-605 b,1.33,,0.0429,285.94,5438.0,0.82,0
Kepler-605 b,1.33,,0.0429,285.94,5438.0,0.82,0
Kepler-605 b,1.65,,0.042,389.19,5300.0,0.986,0
Kepler-605 b,1.33,,0.0429,285.94,5438.0,0.82,0
Kepler-605 c,0.96,,0.033,630.43,5300.0,0.986,0
Kepler-605 c,0.8,,0.0337,463.37,5438.0,0.82,0
Kepler-605 c,0.8,,0.0337,463.37,5438.0,0.82,0
Kepler-605 c,0.8,,0.0337,463.37,5438.0,0.82,0
Kepler-605 c,0.841,,0.03336,487.7,5350.0,0.86,0
Kepler-606 b,2.78,,0.1693,50.35,6241.0,1.031,0
Kepler-606 b,2.8,,0.17,51.53,6242.0,1.047,0
Kepler-606 b,2.78,,0.1693,50.35,6241.0,1.031,0
Kepler-606 b,2.78,,0.1693,50.35,6241.0,1.031,0
Kepler-607 b,0.91,,0.0135,2928.31,5244.0,0.888,0
Kepler-607 b,0.99,,0.0135,2928.31,5244.0,0.888,0
Kepler-607 b,0.99,,0.0135,2928.31,5244.0,0.888,0
Kepler-607 b,0.919,,0.0137,2173.8,5079.0,0.827,0
Kepler-607 b,0.99,,0.0135,2928.31,5244.0,0.888,0
Kepler-607 c,2.98,,0.2122,11.85,5244.0,0.888,0
Kepler-607 c,2.98,,0.2122,11.85,5244.0,0.888,0
Kepler-607 c,2.98,,0.2122,11.85,5244.0,0.888,0
Kepler-607 c,2.29,,0.2122,11.85,5244.0,0.888,0
Kepler-607 c,2.774,,0.21507,8.8,5079.0,0.827,0
Kepler-608 b,4.03,,0.0685,308.76,6026.0,1.108,0
Kepler-608 b,3.89,,0.0685,308.76,6026.0,1.108,0
Kepler-608 b,4.03,,0.0685,308.76,6026.0,1.108,0
Kepler-608 b,4.03,,0.0685,308.76,6026.0,1.108,0
Kepler-609 b,2.6,,0.0682,178.27,5822.0,0.898,0
Kepler-609 b,2.54,,0.0682,178.27,5822.0,0.898,0
Kepler-609 b,2.6,,0.0682,178.27,5822.0,0.898,0
Kepler-609 b,2.6,,0.0682,178.27,5822.0,0.898,0
Kepler-61 b,2.17,,0.2523,1.3,4014.0,0.596,0
Kepler-61 b,2.17,,0.2523,1.3,4014.0,0.596,0
Kepler-61 b,2.17,,0.2523,1.3,4014.0,0.596,0
Kepler-61 b,2.19,,0.2522,1.31,4016.0,0.599,0
Kepler-610 b,3.28,,0.0719,147.07,5713.0,0.893,0
Kepler-610 b,3.21,,0.0719,147.07,5713.0,0.893,0
Kepler-610 b,3.28,,0.0719,147.07,5713.0,0.893,0
Kepler-610 b,3.28,,0.0719,147.07,5713.0,0.893,0
Kepler-610 c,2.63,,0.5594,2.43,5713.0,0.893,0
Kepler-610 c,2.63,,0.5594,2.43,5713.0,0.893,0
Kepler-610 c,2.41,,0.5594,2.43,5713.0,0.893,0
Kepler-610 c,2.63,,0.5594,2.43,5713.0,0.893,0
Kepler-611 b,1.61,,0.0365,834.02,5984.0,0.984,0
Kepler-611 b,1.61,,0.0365,834.02,5984.0,0.984,0
Kepler-611 b,2.04,,0.0351,1237.66,5573.0,1.329,0
Kepler-611 b,1.61,,0.0365,834.02,5984.0,0.984,0
Kepler-612 b,2.42,,0.0451,288.29,5618.0,0.811,0
Kepler-612 b,2.33,,0.0452,283.28,5617.0,0.806,0
Kepler-612 b,2.42,,0.0451,288.29,5618.0,0.811,0
Kepler-612 b,2.42,,0.0451,288.29,5618.0,0.811,0
Kepler-613 b,2.11,,0.1232,60.96,5941.0,0.911,0
Kepler-613 b,2.19,,0.1232,60.96,5941.0,0.911,0
Kepler-613 b,2.19,,0.1232,60.96,5941.0,0.911,0
Kepler-613 b,2.19,,0.1232,60.96,5941.0,0.911,0
Kepler-614 b,2.35,,0.1027,39.97,5258.0,0.785,0
Kepler-614 b,2.35,,0.1027,39.97,5258.0,0.785,0
Kepler-614 b,2.41,,0.1027,39.97,5258.0,0.785,0
Kepler-614 b,2.35,,0.1027,39.97,5258.0,0.785,0
Kepler-615 b,1.36,,0.0756,19.18,4523.0,0.541,0
Kepler-615 b,1.36,,0.0756,19.18,4523.0,0.541,0
Kepler-615 b,1.36,,0.0756,19.18,4523.0,0.541,0
Kepler-615 b,1.92,,0.085,34.93,4646.0,0.778,0
Kepler-616 b,2.82,,0.0927,129.18,6004.0,0.977,0
Kepler-616 b,2.48,,0.0927,129.18,6004.0,0.977,0
Kepler-616 b,2.48,,0.0927,129.18,6004.0,0.977,0
Kepler-616 b,2.48,,0.0927,129.18,6004.0,0.977,0
Kepler-616 c,3.37,,0.4024,6.86,6004.0,0.977,0
Kepler-616 c,3.96,,0.4024,6.86,6004.0,0.977,0
Kepler-616 c,3.37,,0.4024,6.86,6004.0,0.977,0
Kepler-616 c,3.37,,0.4024,6.86,6004.0,0.977,0
Kepler-616 d,2.62,,0.2749,14.69,6004.0,0.977,0
Kepler-616 d,2.44,,0.2749,14.69,6004.0,0.977,0
Kepler-616 d,2.62,,0.2749,14.69,6004.0,0.977,0
Kepler-616 d,2.62,,0.2749,14.69,6004.0,0.977,0
Kepler-617 b,1.27,,0.0218,76.13,3678.0,0.47,0
Kepler-617 b,1.23,,0.0219,74.7,3669.0,0.47,0
Kepler-617 b,1.27,,0.0218,76.13,3678.0,0.47,0
Kepler-617 b,1.27,,0.0218,76.13,3678.0,0.47,0
Kepler-618 b,2.39,,0.0468,581.32,6108.0,1.011,0
Kepler-618 b,2.39,,0.0468,581.32,6108.0,1.011,0
Kepler-618 b,2.39,,0.0468,581.32,6108.0,1.011,0
Kepler-618 b,2.788,,0.0449,673.0,5742.0,1.18,0
Kepler-618 b,2.39,,0.046,666.88,5762.0,1.196,0
Kepler-619 b,2.463,,0.06014,221.7,5816.0,0.884,0
Kepler-619 b,2.85,,0.0611,312.93,6122.0,0.964,0
Kepler-619 b,2.69,,0.0611,312.93,6122.0,0.964,0
Kepler-619 b,2.69,,0.0611,312.93,6122.0,0.964,0
